Filename,(Grammar,Spelling),Word Count,Average Sentence Length,Function Word Count,FWratio
CHN_PTJ_118_B1_2.txt,(0, 0),211,14,87,0.412322274882
CHN_PTJ_119_B1_1.txt,(1, 1),214,16,93,0.434579439252
CHN_PTJ_120_B1_1.txt,(0, 2),230,19,94,0.408695652174
CHN_PTJ_121_B1_1.txt,(2, 2),232,12,87,0.375
CHN_PTJ_122_B1_1.txt,(0, 0),204,17,83,0.406862745098
CHN_PTJ_123_B1_1.txt,(2, 0),217,13,77,0.354838709677
CHN_PTJ_124_B1_1.txt,(0, 3),249,19,106,0.425702811245
CHN_PTJ_125_B1_1.txt,(0, 0),251,11,100,0.398406374502
CHN_PTJ_126_B1_1.txt,(1, 2),205,15,90,0.439024390244
CHN_PTJ_127_B1_1.txt,(0, 5),256,18,109,0.42578125
CHN_PTJ_128_B1_1.txt,(0, 1),303,17,141,0.465346534653
CHN_PTJ_129_B1_1.txt,(0, 0),246,15,108,0.439024390244
CHN_PTJ_130_B1_1.txt,(1, 0),244,18,109,0.446721311475
CHN_PTJ_131_B1_1.txt,(1, 1),201,13,81,0.402985074627
CHN_PTJ_132_B1_1.txt,(0, 0),203,14,89,0.43842364532
CHN_PTJ_133_B1_1.txt,(1, 2),231,13,89,0.385281385281
CHN_PTJ_134_A2_0.txt,(2, 2),207,14,71,0.342995169082
CHN_PTJ_135_B1_1.txt,(1, 13),287,14,112,0.390243902439
CHN_PTJ_136_A2_0.txt,(0, 0),206,13,84,0.407766990291
CHN_PTJ_137_B1_2.txt,(2, 0),218,10,86,0.394495412844
CHN_PTJ_138_B1_1.txt,(0, 0),231,19,103,0.445887445887
CHN_PTJ_139_A2_0.txt,(0, 2),200,13,87,0.435
CHN_PTJ_140_A2_0.txt,(0, 3),217,15,81,0.373271889401
CHN_PTJ_141_B1_2.txt,(0, 0),217,14,87,0.400921658986
CHN_PTJ_142_B1_1.txt,(0, 1),196,13,74,0.377551020408
CHN_PTJ_143_B1_1.txt,(2, 9),259,17,100,0.3861003861
CHN_PTJ_144_B1_1.txt,(0, 7),273,21,123,0.450549450549
CHN_PTJ_145_B1_1.txt,(1, 1),234,13,102,0.435897435897
CHN_PTJ_146_A2_0.txt,(0, 4),207,12,78,0.376811594203
CHN_PTJ_147_B1_1.txt,(0, 1),227,12,91,0.400881057269
CHN_PTJ_148_B1_1.txt,(0, 0),213,15,80,0.37558685446
CHN_PTJ_149_B1_1.txt,(0, 1),247,13,105,0.425101214575
CHN_PTJ_150_B1_1.txt,(1, 0),212,14,85,0.400943396226
CHN_PTJ_151_B1_2.txt,(0, 0),210,16,83,0.395238095238
CHN_PTJ_152_B1_2.txt,(0, 0),225,17,102,0.453333333333
CHN_PTJ_153_B1_1.txt,(0, 0),219,12,87,0.397260273973
CHN_PTJ_154_B1_1.txt,(1, 0),240,15,91,0.379166666667
CHN_PTJ_155_B1_1.txt,(0, 0),229,16,90,0.393013100437
CHN_PTJ_156_B1_1.txt,(1, 0),275,18,115,0.418181818182
CHN_PTJ_157_B1_1.txt,(1, 2),220,11,82,0.372727272727
CHN_PTJ_158_B1_2.txt,(0, 0),225,17,91,0.404444444444
CHN_PTJ_159_B1_1.txt,(0, 0),204,15,76,0.372549019608
CHN_PTJ_160_B2_0.txt,(0, 0),209,17,79,0.377990430622
CHN_PTJ_161_B1_1.txt,(0, 0),221,14,90,0.407239819005
CHN_PTJ_162_B1_1.txt,(0, 0),222,14,80,0.36036036036
CHN_PTJ_163_B2_0.txt,(0, 2),215,15,83,0.386046511628
